title,description,label
"Orchestra of the Drowned","A concert hall flooded waist-deep. Musicians in soaked tuxedos play a dirge on waterlogged instruments. A violinist with gills bows a melody that unravels your regrets. The conductor—a drowned woman—points at you. The orchestra stills. 'Sing,' she gurgles. You hum a lullaby. The water rises. Cellos weep. A cellist hands you a flute made of coral. 'Play or drown,' he says. You blow, and the hall drains. The musicians bow. Salt crusts your lips.",1
"The Hotel of Missed Chances","A lobby with infinite floors. Elevators ding open, revealing scenes from roads not taken: your college sweetheart, a job abroad, a child you never had. A receptionist with your face says, 'Check-in is permanent.' You flee up stairs lined with photos of your alternate selves. One smiles from a graduation robe; another glares from a prison cell. A door labeled 'What If?' glows. Inside, a vortex of whispers. The receptionist appears: 'Time to choose.' You jump through a window. Glass becomes rain.",0
"Painting with the Wind","A cliffside meadow where gusts carry brushes dipped in sunset hues. You stroke the air, and strokes appear on an invisible canvas. The wind guides your hand, blending memories into landscapes—a first kiss as a rose, a funeral as storm clouds. A tornado spirals, etching your fears in charcoal. Rain washes them into a river of watercolor. A crow squawks: 'Art is theft from the soul.' You paint the bird gold. It softens into a song. The canvas ignites. Ash tastes like forgiveness.",1
"The Puppeteer’s Web","A theater where marionettes act out your life. Strings coil around your limbs. The puppeteer—a skeletal version of you—smirks. 'Dance,' it hisses. You resist, but the strings tighten. The audience chants failures: 'Promotion denied,' 'She left,' 'You’re failing.' A puppet with your face leaps offstage, scissors in hand. It severs the strings. The puppeteer shrieks. You grab the scissors. The theater burns. Smoke forms your father’s face: 'Weak.' You wake with rope burns.",0
"Brewing Stardust Tea","A cottage where a kettle boils with supernova remnants. An old woman—a version of you at 90—stirs in comet dust. 'Drink,' she croaks. The tea scalds, flooding your veins with visions: your birth under a dying star, your death in a supernova nursery. The cottage walls fade into space. The woman grins, toothless. 'We’re all recycled light,' she says. The cup refills endlessly. You spill a drop—it becomes a galaxy. She scolds: 'Wasteful child.' Stars pulse in your throat.",1
"The School of Lost Chances","A classroom where desks are coffins. A chalkboard lists your failures: 'Didn’t apologize,' 'Quit piano,' 'Unwritten novel.' The teacher—a shadow with your voice—assigns essays on 'Who You Could’ve Been.' Students debate in whispers. A girl with your childhood face tugs your sleeve: 'Help me escape.' You pry open a coffin. Inside: a diploma, a wedding ring, a baby blanket. The girl climbs in. The lid slams. The teacher drones: 'Lesson one: regret is immortal.'",0
"Floating Market of Memories","A bazaar on cloud islands. Vendors sell jars of laughter, bottles of first kisses, and cages of forgotten dreams. You trade a tooth for a vial labeled 'Summer 2005.' Drinking it, you’re twelve again, chasing fireflies. A merchant with owl eyes offers a mirror that shows your future self—wrinkled and content. 'Price: one secret,' he says. You whisper a shame. The mirror cracks. Storm clouds gather. You leap to another cloud. Rain washes the market away.",1
"The Zoo of Former Selves","Cages hold versions of you: a timid child, a rebellious teen, a weary adult. The zookeeper—a doppelgänger in a pristine uniform—taunts: 'Feed them lies.' The teen rattles bars. 'Let us out or we’ll starve!' You steal keys. Freed, the selves merge into a howling storm. The zookeeper’s uniform rots. 'Now you’re the exhibit,' he sneers. Visitors take photos. Flashbulbs burn your skin. The cages refill. Your current self sits inside, chewing on old journals.",0
"Waltzing with Northern Lights","Auroras swirl into a ballroom. Ghosts in ice gowns glide past. A partner with snowflake eyes leads you in a dance that defies gravity. 'Every step rewrites a regret,' they murmur. You stumble; the floor cracks, revealing a frozen ocean. Whales sing beneath the ice. The auroras dim. Your partner melts into a puddle. 'Find me in winter,' they sigh. Dawn breaks. Your feet are bare, but frostbite never comes.",1
"The Factory of Broken Promises","Assembly lines churn out shattered vows: 'I’ll quit tomorrow,' 'I love you forever.' Workers with your face solder lies onto conveyor belts. A foreman barks: 'Faster! The world runs on empty words.' You pocket a promise—'I’ll change'—but it crumbles. A whistle blows. Workers collapse into dust. The foreman hands you a uniform. 'Your shift is eternal.' The machines speed up. Your hands blister. The exit sign flickers: 'Hope is discontinued.'",0
"Gardener of the Cosmic Orchard","Tending trees that grow galaxies. Apples contain newborn stars; pears drip with dark matter. A squirrel with nebula fur chitters: 'Prune the dying universes.' You snip a branch—it screams. The cut oozes primordial light. Planting a seed, you name it 'Eden II.' Vines entangle your legs, pulling you into the soil. Roots fuse with your veins. The squirrel laughs: 'All gardeners become trees.' Bark covers your skin. Birds nest in your hair.",1
"The Jury of Your Fears","A courtroom where jurors wear masks of people you’ve wronged. The judge—a fused image of your parents—bangs a gavel: 'Guilty of cowardice.' Evidence plays on a screen: your silence when friends bullied, your lies to lovers. A lawyer with your face pleads: 'She was scared!' The jury chants: 'Burn.' Flames engulf the room. Your skin blackens but feels no pain. The judge melts. 'You’ve always been your own executioner,' he hisses. Ashes swirl into a new trial.",0
"Whispering Archive of the Ocean","A library underwater, shelves carved from coral. Books pulse like jellyfish. Selecting one, ink swirls into a mermaid who recites your ancestor’s voyage. A squid librarian warns: 'Some stories drown.' You read a tale about your death—a shipwreck in 2043. The pages flood. Gasping, you tear out the chapter. The squid hisses, 'Fool! The sea always wins.' Escaping, you surface in a bathtub. Water drains, taking the book. A barnacle clings to your ankle.",1
"The Carnival of Last Chances","A Ferris wheel spins over a swamp. Rides are patched with lies you’ve told. A carousel horse whispers, 'You’ll die at 74, alone.' You win a ringtoss game; the prize is a doll that ages as you hold it. Its final form—a corpse with your face—croaks, 'Why waste time?' Fireworks explode into skulls. The swamp rises. A vendor offers a boat ride to 'The Island of New Beginnings.' You board. The boat sinks. Hands drag you under. The doll floats.",0
"Blacksmith of Forgotten Words","A forge where words are melted into swords. 'Anger' glows red-hot; 'Love' shimmers cold. The blacksmith—a giant with your voice—hammers 'Sorry' into a dagger. 'Stab or be stabbed,' he growls. You pocket 'Hope,' but it burns your thigh. An anvil etches your skin with unsent letters. The smith laughs: 'Words are weapons.' You throw 'Hope' into the fire. It explodes. The forge collapses. Molten letters scar your hands.",1
"The Asylum of Buried Thoughts","White halls echo with muffled screams. Orderlies with blank faces drag patients into rooms labeled 'Denial,' 'Shame,' 'Rage.' A doctor forces you to swallow a pill that numbs your tongue. 'Your thoughts are diseased,' he says. Through a keyhole, you see your younger self strapped to a bed. She mouths, 'Save me.' The walls bleed ink. You scribble help on the floor. Orderlies mop it away. 'Quiet,' they hiss. A window opens. You jump. The ground is pillows.",0
"Astronomer of Lost Time","A telescope that peers into past lives. You watch yourself as a medieval monk, a Silk Road trader, a 1920s flapper. A comet streaks, erasing your favorite life. The observatory floor becomes a star map. Stepping on constellations, you trigger supernovae. A voice booms: 'Time is a vandal.' You focus the telescope on now. The lens cracks. Glass shards show futures where you’re happy. The voice softens: 'Choose one.' You wake clutching a shard. It’s warm.",1
"Floating Above the Clouds","You soar above a sea of fluffy clouds, the world far below you. The air is crisp, and the sun sets in vibrant colors as you feel completely free.","1"
"Darkness Under the Bed","You lie awake, hearing strange noises coming from beneath the bed. When you peek under, you only see glowing eyes staring back at you.","0"
"City of Lanterns","You walk through a city lit entirely by glowing lanterns floating in the air. The streets are empty, but the soft light gives you a sense of peace.","1"
"Endless Staircase","You climb an endless staircase, each step feeling heavier than the last. At the top, you find a door that leads to another staircase.","0"
"Clocktower's Chime","The clocktower strikes midnight, and with each chime, the world around you shifts, getting darker and colder. You can't escape the echo of the bells.","0"
"Sunset Over the Ocean","The sun dips into the ocean, leaving behind a trail of golden light. You feel at peace, watching the waves kiss the shore, as the sky fades to purple.","1"
"Mysterious Fog","A thick fog rolls in, making everything around you vanish into mist. You feel disoriented, but then a warm voice guides you through the haze.","1"
"Chasing a Butterfly","You run through a meadow, chasing a butterfly that flutters just out of reach. Every time you get closer, it disappears, but the joy of the chase keeps you going.","1"
"Fireflies in the Forest","You walk through a forest filled with glowing fireflies, each one brighter than the last. The forest feels alive with magic, and you can't help but feel enchanted.","1"
"Whispers in the Walls","You hear whispers coming from the walls around you. The words are unclear, but the tone is unsettling, and you can't escape the feeling of being watched.","0"
"Swimming with Dolphins","You dive into a crystal-clear sea, surrounded by playful dolphins. Their clicks and whistles surround you, and you feel a deep connection with the ocean.","1"
"Ghostly Symphony","In an old, abandoned theater, you hear a symphony playing, but no orchestra is visible. The music fills your soul with both beauty and sorrow.","0"
"Lost in a Bookstore","You wander through an ancient bookstore, each shelf filled with books you’ve never seen before. You lose track of time as you read pages that tell your life story.","1"
"Thunderstorm in the Desert","A violent thunderstorm strikes the desert, the sand turning to mud as lightning strikes the ground. The thunder is deafening, and the storm seems endless.","0"
